	rank	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL	tag_display	i	keyword
11	12	本科及以上	5-10年	面议	2020年04月27日	29777-腾讯云能源行业解决方案架构师（北京/上海/广州/深圳）（北京）	北京	腾讯	https://www.liepin.com/job/1927038081.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
12	13	本科及以上	5-10年	面议	2020年04月27日	29777-腾讯云能源行业解决方案架构师（北京/上海/广州/深圳）（广州）	广州	腾讯	https://www.liepin.com/job/1927038079.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
13	14	本科及以上	1-3年	面议	2020年04月27日	PCG09-内容策略高级产品经理	深圳	腾讯	https://www.liepin.com/job/1926145899.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
14	15	本科及以上	5-10年	面议	2020年04月27日	PCG09-推荐策略产品经理	深圳	腾讯	https://www.liepin.com/job/1926045619.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
15	16	本科及以上	3-5年	面议	2020年04月27日	21882-医药电商运营经理	深圳	腾讯	https://www.liepin.com/job/1927811883.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
16	17	统招本科	5-10年	面议	2020年04月27日	ACG智慧政务事业部_智慧政务SAR	北京	Baidu	https://www.liepin.com/job/1927804645.shtml	https://www.liepin.com/company/884492/	2018互联网300强	7	信息设计
17	18	本科及以上	3-5年	面议	2020年04月27日	22989-高级交互设计师	深圳	腾讯	https://www.liepin.com/job/1927326515.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
18	19	本科及以上	3-5年	面议	2020年04月27日	26699-智慧零售内容产品经理	深圳	腾讯	https://www.liepin.com/job/1927262223.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
19	20	本科及以上	5-10年	面议	2020年04月27日	CSIG16-垂类信息服务建设产品经理	北京	腾讯	https://www.liepin.com/job/1927177593.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
20	21	本科及以上	3-5年	面议	2020年04月27日	59370-PCG04-研发效能改进工程师	深圳	腾讯	https://www.liepin.com/job/1927010807.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
21	22	本科及以上	3-5年	面议	2020年04月27日	22989-交互设计师(腾讯云全资子公司)（西安）	西安	腾讯	https://www.liepin.com/job/1927010663.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
22	23	本科及以上	1-3年	面议	2020年04月27日	58719-29923-社交娱乐交互设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926713545.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
23	24	本科及以上	5-10年	面议	2020年04月27日	资深解决方案架构师B-797997819839	北京	华为	https://www.liepin.com/job/1926498203.shtml	https://www.liepin.com/company/954482/	2018互联网300强	7	信息设计
24	25	本科及以上	5-10年	面议	2020年04月27日	22989-腾讯会议高级视觉设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926317803.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
25	26	本科及以上	5-10年	面议	2020年04月27日	22989-腾讯会议高级交互设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926317801.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
26	27	本科及以上	1-3年	面议	2020年04月27日	33676-游戏数据分析师	深圳	腾讯	https://www.liepin.com/job/1926272969.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
27	28	本科及以上	3-5年	面议	2020年04月27日	57854-29910-视觉设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926238817.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
28	29	本科及以上	3-5年	13-25k·13薪	2020年04月27日	erp高级产品经理	南京-江宁区	孩子王	https://www.liepin.com/job/1926194155.shtml	https://www.liepin.com/company/8189352/	2018互联网300强	7	信息设计
29	30	本科及以上	1-3年	面议	2020年04月27日	PCG19-腾讯视频短视频后台开发（深圳）	深圳	腾讯	https://www.liepin.com/job/1926166385.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
30	31	本科及以上	5-10年	面议	2020年04月27日	22989-腾讯云高级视觉设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926124103.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
31	32	本科及以上	3-5年	面议	2020年04月27日	22989-腾讯云高级交互设计师（深圳）	深圳	腾讯	https://www.liepin.com/job/1926124101.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
32	33	本科及以上	3-5年	面议	2020年04月27日	57041-22989-腾讯云AI语音产品经理（深圳）	深圳	腾讯	https://www.liepin.com/job/1926008347.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
33	34	本科及以上	1-3年	面议	2020年04月27日	28603-微信支付商户基础开发工程师（深圳）	深圳	腾讯	https://www.liepin.com/job/1925363257.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
34	35	本科及以上	5-10年	面议	2020年04月27日	FWZ-法律创新中心技术岗（深圳）	深圳	腾讯	https://www.liepin.com/job/1924621707.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
35	36	学历不限	3-5年	面议	2020年04月26日	友盟-体验设计专家	杭州	阿里巴巴	https://www.liepin.com/job/1927773287.shtml	https://www.liepin.com/company/1072424/	2018互联网300强	7	信息设计
36	37	统招本科	5-10年	面议	2020年04月26日	资深UED 交互设计师	北京	京东数字科技控股有限公司	https://www.liepin.com/job/1927784949.shtml	https://www.liepin.com/company/215535/	2018互联网300强	7	信息设计
37	38	本科及以上	3-5年	25-40k·18薪	2020年04月26日	腾讯信息流产品经理	深圳-南山区	腾讯	https://www.liepin.com/job/1927790471.shtml	https://www.liepin.com/company/7983148/	2018互联网300强	7	信息设计
38	39	本科及以上	3-5年	10-15k·12薪	2020年04月26日	净水产品结构设计师	台州-临海	猎聘	https://www.liepin.com/job/1927790021.shtml	https://www.liepin.com/company/9616481/	2018互联网300强	7	信息设计
39	40	本科及以上	5-10年	33-50k·12薪	2020年04月26日	供应链高级产品经理(J200229002)		滴滴	https://www.liepin.com/job/1927778789.shtml	https://www.liepin.com/company/8076624/	2018互联网300强	7	信息设计
